0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
-0.340480648,-0.490750504,-0.588802071,-0.506094512,-0.151303678,0.006783045,-0.01047898,-0.016322861,0.201831922,0.275522919,0.134878789,-0.400723152,-0.323451059,-0.503580471,-0.467641527,0.072536614,-0.096211636,0.19635535,-0.685279068,-0.144040146,0.046424786,-0.198271714,-0.037379222,-0.025272856,0.02755843,-0.20840115,-0.004438007,0.0661426,0.039743144,0.073444646,0.06207915,0.222547373,-0.116911332,-0.04599945,-0.009850248,0.032797622,0.06316827,-0.351028024,0.144373819,-0.111339227,-0.411288529,0.058618367,-0.905710255,-0.657043493,-0.62893506,0.033817398,-0.034517442,0.040262452,-0.027622413,0.101185684,0.045327327,0.043598465,-0.024171814,-0.039249189,0.041226834,-0.051439777,-0.041741932,0.075254899,0.06355208,0.114687519,0.080507041,-0.047108079,-0.070460931,-0.028839059,0.065982066,0.057478141,0.029702441,0.099590204,0.055816412,-0.013818423,0.117036631,-0.092335976,-0.030500618,-0.050457288,0.090730553,0.138052311,0.01094655,-0.080748283,-0.028194185,0.042809004,-0.028483612,0.130784994,0.024656246,0.25269279,0.025851377,0.011392316,0.367374259,-0.971309792,0,0,0,0,0,0,0,0,0,0,0
-0.631803538,-0.42735419,-0.44394658,-0.4529124,-0.3211608,0.327369399,-2.058738607,-0.227872233,0.277726382,0.223091394,0.365232068,-0.438055649,-0.216851806,-0.840813538,-0.782993124,0.120551613,-0.120461666,0.217258301,-0.814477751,-0.173386177,0.056778378,-0.456965851,-0.056316486,0.052185278,-1.443877672,-0.102135064,0.012613897,0.191800864,-0.142906214,0.114880002,0.256387519,0.102036942,-0.046498772,-0.108532856,0.034302737,0.06593676,0.161713627,-0.311086005,0.309312599,-0.210210076,-0.126648641,0.106402558,-1.52067762,-1.038044744,-0.492702218,0.046521452,-0.114716967,0.06255857,-0.149576918,0.196863754,0.135973512,0.159611939,-0.053927267,-0.021349964,0.099482621,-0.077806263,-0.141263969,0.164450924,0.067364495,0.177382345,0.172077625,-0.087881302,-0.133841839,-0.070957419,0.16662535,0.104205157,0.066484676,0.180863569,0.06988063,0.033557144,0.100472087,-0.112139119,-0.050803802,-0.027254093,0.133303598,0.242517269,-0.028616099,-0.133718536,-0.134837788,-0.098367781,-0.155438739,0.179143707,0.026411879,0.19787046,0.043683565,-0.008318589,-0.418303188,0,-1.219599416,0,0,0,0,0,0,0,0,0,0
-0.631752905,-0.416560724,-0.425153014,-0.427508568,-0.321555413,0.345717386,-2.072397396,-0.190049118,0.255187809,0.216228466,0.368082842,-0.458961307,-0.215751097,-0.853382843,-0.764462531,0.127905492,-0.120510521,0.222439855,-0.814148296,-0.140003274,0.045258985,-0.432404322,-0.056417767,0.056703018,-1.383200037,-0.072327359,0.011435069,0.20779162,-0.131945863,0.112529917,0.266291434,0.099063298,-0.053053888,-0.114944154,0.041238629,0.074169816,0.168123263,-0.307277039,0.31157148,-0.237710221,-0.121040657,0.121149669,-1.569672733,-1.057318944,-0.467072455,0.051806737,-0.103832627,0.062060273,-0.144330196,0.188407082,0.137419895,0.155935813,-0.053899617,-0.033693357,0.09380947,-0.075841554,-0.144090007,0.152893556,0.062863007,0.176102759,0.172234087,-0.094179026,-0.134259507,-0.069744903,0.164829937,0.105279014,0.069428318,0.180129041,0.069256625,0.019683491,0.107955521,-0.107990659,-0.052656472,-0.03152768,0.135057362,0.233325493,-0.025134811,-0.140359588,-0.116210258,-0.113097326,-0.155151376,0.175727673,0.027223866,0.187583473,0.048513073,-0.003576802,-0.55453239,0,-1.231005653,0,0,0,0,0,0,0,0,0,0
-0.736510225,-0.64415342,-0.675387664,-0.612506267,-0.386530456,0.336004561,-1.985460421,-0.209274285,0.389290947,0.359049343,0.436154423,-0.684101599,-0.392925745,-0.900857761,-0.902709539,0.168153854,-0.182353212,0.33800048,-1.218668821,-0.222522264,0.06985333,-0.503170712,-0.0783415,0.046548518,-1.373254918,-0.193696057,-0.001524139,0.261864238,-0.102596417,0.168126161,0.311790357,0.253643171,-0.137810386,-0.133836186,0.030610662,0.102816839,0.211163657,-0.509661283,0.36785223,-0.303299466,-0.412485712,0.148448137,-2.31206435,-1.67457798,-0.737088037,0.069957369,-0.117047533,0.083575803,-0.155797237,0.236901807,0.161982466,0.184253606,-0.069770926,-0.063082077,0.118936886,-0.112572976,-0.161915049,0.200863835,0.101065433,0.236600496,0.217401128,-0.122396001,-0.183375841,-0.089047234,0.204661701,0.13595726,0.086867999,0.22341522,0.105523253,0.008579354,0.182364481,-0.167641181,-0.073391758,-0.064323631,0.17283059,0.293093955,-0.010581017,-0.19448493,-0.130769624,-0.063079606,-0.168250693,0.256977665,0.043434376,0.310383665,0.004398677,-0.02174405,-0.216893691,-0.859158905,-1.228822278,0,0,0,0,0,0,0,0,0,0
-0.710614008,-0.36555468,-0.454280849,-0.418441634,-0.342129066,0.396343213,-2.040945392,-0.210903626,0.198409049,0.285185859,0.081354777,-0.483071525,-0.175151802,-0.827550656,-0.799000719,0.243356324,-0.119043381,-0.008222829,-0.889401363,-0.099971163,-0.010867653,-0.463583595,-0.205343526,0.019055234,-1.394421413,-0.171856147,-0.013957164,0.271087224,-0.163772418,0.084814066,0.301714601,0.127708671,-0.08860724,-0.207467884,0.253578581,0.024028208,0.179666699,0.454727741,0.338834269,-0.187202158,-0.106352347,0.128178624,-1.571591723,-1.119601475,-0.515950723,0.064276731,-0.114325475,0.069641281,-0.14247092,0.197861885,0.136415282,0.17265765,-0.072333385,-0.024992055,0.103059702,-0.11003536,-0.198377974,0.143740914,0.065529822,0.191918471,0.17923194,-0.107688709,-0.139308172,-0.018919372,0.175862926,0.107818475,0.058802196,0.188379157,0.120858865,0.026836993,0.111528672,-0.160502986,-0.053106447,-0.045198508,0.136231778,0.250580008,-0.010027288,-0.182975774,-0.129428349,-0.101306015,-0.193952212,0.134606886,0.037880557,0.129592389,1.046483678,-0.013219495,-0.621604596,0,-1.227510074,-1.043169292,0,0,0,0,0,0,0,0,0
-0.735530109,-0.462295553,-0.453481136,-0.469119231,-0.354069581,0.372602007,-2.026576832,-0.237109026,0.256204566,0.246750896,0.367400114,-0.50827921,-0.244184427,-0.84661692,-0.821249079,0.141883878,-0.126628108,0.242702579,-0.922753405,-0.144479538,0.040466572,-0.467796686,-0.079391644,0.021897404,-1.373758982,-0.149906332,0.006874747,0.223900509,-0.139917855,0.12781746,0.266337617,0.100707705,-0.051884787,-0.133657539,0.037773731,0.070007832,0.179767891,-0.299795167,0.337602743,-0.244188647,-0.129059973,0.138491138,-1.694973771,-1.154095525,-0.5749644,0.060716563,-0.115646514,0.070134005,-0.137720746,0.212348017,0.146174584,0.174935498,-0.07193746,-0.011991824,0.109151781,-0.075480712,-0.163434244,0.170225265,0.073341596,0.195032448,0.189888725,-0.111631253,-0.142348787,-0.070938864,0.183273783,0.113294495,0.068526674,0.188523816,0.068304938,0.016425103,0.101912256,-0.126273561,-0.057685198,-0.056091479,0.13315601,0.264749957,-0.025070836,-0.161326573,-0.140399665,-0.1146524,-0.180228499,0.192775267,0.036901127,0.212477163,0.080510818,0.023449949,-0.709842769,0,-1.227370555,0,-0.373687273,0,0,0,0,0,0,0,0
-0.684031714,-0.467140144,-0.476374926,-0.468223336,-0.329430405,0.355788359,-2.055045182,-0.21552087,0.259146501,0.246326906,0.375989236,-0.49350804,-0.25261587,-0.870851844,-0.845595811,0.138942985,-0.131345015,0.244571072,-0.928873985,-0.15527905,0.046160759,-0.480348216,-0.062461749,0.036195434,-1.423589973,-0.127892928,0.006470792,0.21632036,-0.131982759,0.123519453,0.268380865,0.111270127,-0.055719218,-0.131225651,0.034073381,0.071782032,0.175271972,-0.333152639,0.329318329,-0.245470349,-0.136018216,0.13246038,-1.625321665,-1.138927455,-0.61281395,0.054689262,-0.120460399,0.068098588,-0.144472248,0.208412333,0.142339518,0.173433821,-0.06422138,-0.028490416,0.106143969,-0.075557067,-0.154492683,0.162001739,0.072464839,0.193397057,0.180243064,-0.098882876,-0.139696996,-0.078723448,0.179512629,0.112737555,0.071536262,0.188270378,0.0712873,0.013861338,0.106853591,-0.122861275,-0.058866046,-0.038820372,0.13920338,0.253821875,-0.02397251,-0.157294607,-0.139177698,-0.109518687,-0.167165814,0.189204728,0.032285162,0.224105661,0.084893863,0.00806805,-0.56192042,0,-1.240185142,0,0,-0.458272124,0,0,0,0,0,0,0
-0.692440983,-0.551873808,-0.615836005,-0.605283654,-0.361987716,0.356741898,-2.061449129,-0.192920008,0.292252935,0.288410359,0.402539333,-0.600720353,-0.31741225,-0.908083706,-0.866486602,0.160156847,-0.146038221,0.284713829,-1.101708547,-0.192317538,0.060978983,-0.484818738,-0.069858055,0.035701061,-1.367138099,-0.151987671,0.008608007,0.238464422,-0.126446539,0.14946748,0.287784461,0.181646478,-0.10483028,-0.125674307,0.028334255,0.082941485,0.181977715,-0.444764101,0.346255567,-0.269467158,-0.291686656,0.146489584,-1.886389575,-1.340668909,-0.675494424,0.064419607,-0.111126881,0.072547356,-0.145162015,0.215820344,0.149698952,0.171510848,-0.063121903,-0.051399901,0.10879664,-0.097632775,-0.157718125,0.172075396,0.090671653,0.20747954,0.194194004,-0.116930965,-0.157794852,-0.07750992,0.185357462,0.120202949,0.071027838,0.213194059,0.082258222,0.002513076,0.144137875,-0.14443963,-0.063729802,-0.056111354,0.166986664,0.273531886,-0.023076869,-0.172221863,-0.123520113,-0.097187538,-0.170804368,0.20246254,0.037166134,0.281318235,0.054541998,-0.024006879,-0.230519092,0,-1.222471008,0,0,0,-0.604603498,0,0,0,0,0,0
-0.850222282,-0.507960545,-0.217085726,-0.438904612,-0.42053211,0.33693144,-2.046977006,-0.257624175,0.573224879,0.176627454,0.175931148,-0.352008466,-0.252586844,-0.68196055,-0.947778332,0.116674747,-0.104148374,0.276942101,-1.037152023,-0.157721273,-0.232042589,-0.360438145,-0.092901195,0.070703017,-1.350819863,-0.162528461,-0.034837152,0.139275808,-0.003878287,0.023786925,0.584211015,0.051843875,-0.141045613,-0.363004534,0.059727055,0.068793592,0.320659238,0.518147883,0.3158816,-0.278839996,-0.352815133,0.184846162,-2.855272886,-1.775999671,-0.667596753,0.083568476,-0.089232667,0.086039219,-0.152950749,0.228201256,0.169292667,0.204204197,-0.095861672,0.015255113,0.121504918,-0.100384211,-0.204400105,0.233424613,0.086301238,0.226520962,0.221889881,-0.180771354,-0.235457381,-0.121723034,0.22531621,0.141761565,0.082912124,0.243745024,0.108819355,0.020236203,0.128484,-0.164014504,-0.067784177,-0.085005993,0.143906786,0.295634728,0.038819802,-0.2594746,-0.090009311,-0.235047244,-0.191995221,0.25292088,0.058915875,0.122839266,0.220056913,0.29529012,-1.736150055,0,-1.232334319,0,0,0,0,-1.108862016,0,0,0,0,0
-0.754411516,-0.533150428,-0.530498967,-0.558787424,-0.389957939,0.390528866,-2.053138716,-0.258011608,0.308077845,0.275186879,0.390995194,-0.608244967,-0.281962141,-0.896688554,-0.898864634,0.150380247,-0.145069504,0.283808401,-1.110525596,-0.169398309,0.041212501,-0.493524831,-0.07870931,0.023281665,-1.380175473,-0.178409586,0.00213255,0.243395394,-0.10263696,0.137245968,0.304782891,0.139234369,-0.08979044,-0.153179875,0.037474099,0.084268633,0.202447743,-0.3461414,0.349761574,-0.281779846,-0.229055541,0.219883965,-2.079856342,-1.490837218,-0.648974103,0.06254519,-0.119541033,0.07650496,-0.144284981,0.224617811,0.152739416,0.177791132,-0.077077402,-0.033852012,0.115454423,-0.09152446,-0.176620022,0.189189102,0.087952899,0.215607154,0.206999903,-0.126610676,-0.165612639,-0.082306073,0.202277961,0.126242104,0.079071808,0.217241402,0.084692495,0.012664003,0.133797977,-0.145091572,-0.093632906,-0.068395389,0.156140366,0.28759561,-0.015943815,-0.183557484,-0.140163795,-0.118313207,-0.190129234,0.218896455,0.042245955,0.253521993,0.079888343,0.012057299,-0.594141766,0,-1.227741126,0,0,0,0,0,0,0,0,0,-0.52196187
